ID	Age	Gender	Nationality	Handedness	computerType	userAgent	ipAddress	colorDepth	completionCode	initialTimeStamp	finalTimeStamp	ishiharaScore	amountPaid
573	42	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.164.133.18	24	1215874066	2014-08-02 01:41:51	0000-00-00 00:00:00	NULL	0
574	22	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	106.213.53.223	24	1179204647	2014-08-02 01:47:13	2014-08-02 02:07:08	8/8	21
575	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.203.135.156	24	1032380979	2014-08-02 01:58:17	2014-08-02 03:32:50	8/8	248
576	22	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	106.213.53.223	24	1285905428	2014-08-02 02:09:35	0000-00-00 00:00:00	NULL	0
577	22	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:30.0) Gecko/20100101 Firefox/30.0	106.213.53.223	24	1053299903	2014-08-02 02:13:16	2014-08-02 02:22:14	8/8	20
578	26	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.107.21	24	1309496041	2014-08-02 02:14:16	0000-00-00 00:00:00	8/8	28
579	23	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko	219.90.106.82	24	1286022411	2014-08-02 02:27:35	0000-00-00 00:00:00	NULL	NULL
580	31	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.221.210.139	24	1157908494	2014-08-02 02:31:08	2014-08-02 04:01:02	8/8	270
581	30	Male	India	Right-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0	117.192.32.111	24	1049513691	2014-08-02 02:33:52	0000-00-00 00:00:00	8/8	10
582	28	Female	South Africa	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	41.13.152.130	24	1270011322	2014-08-02 02:37:59	0000-00-00 00:00:00	NULL	NULL
583	34	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.193.213.154	24	1321528199	2014-08-02 02:39:14	2014-08-02 04:17:09	8/8	244
584	26	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.105.117	24	1348563771	2014-08-02 02:43:56	2014-08-02 02:45:18	6/8	8
585	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.193.228.212	24	1221070405	2014-08-02 02:44:07	0000-00-00 00:00:00	NULL	NULL
586	26	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.105.117	24	1033350490	2014-08-02 02:45:57	2014-08-02 03:36:24	8/8	89
587	44	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36	182.19.61.157	24	1029025348	2014-08-02 03:08:28	2014-08-02 05:56:22	8/8	232
588	33	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	115.248.50.26	24	1118890292	2014-08-02 03:47:47	0000-00-00 00:00:00	NULL	0
589	30	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	182.73.184.126	24	1325327414	2014-08-02 03:51:08	0000-00-00 00:00:00	8/8	10
590	33	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	115.248.50.26	24	1402143099	2014-08-02 03:51:28	2014-08-02 04:00:46	8/8	21
591	30	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	182.73.184.126	24	1275796500	2014-08-02 03:58:16	2014-08-02 05:26:40	8/8	247
592	37	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	103.226.242.250	24	1290884458	2014-08-02 04:02:46	0000-00-00 00:00:00	8/8	29
593	59	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	59.92.135.199	24	1403585500	2014-08-02 04:03:56	2014-08-02 05:38:20	8/8	272
594	28	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	115.115.165.82	24	1281630801	2014-08-02 04:31:29	2014-08-02 04:34:50	4/8	5
595	31	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.199.34.12	24	1147737370	2014-08-02 04:35:10	2014-08-02 04:36:47	1/8	1
596	28	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	115.115.165.82	24	1373849498	2014-08-02 04:36:51	2014-08-02 04:37:57	4/8	5
597	30	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.199.34.12	24	1339084567	2014-08-02 04:39:14	2014-08-02 04:40:48	2/8	3
598	28	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	115.115.165.82	24	1149206921	2014-08-02 04:47:54	2014-08-02 04:48:48	4/8	5
599	36	Female	Pakistan	Right-handed	LCD Desktop	Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17	94.59.221.17	32	1152626984	2014-08-02 04:48:16	0000-00-00 00:00:00	8/8	251
600	25	Female	Philippines	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	180.191.208.231	24	1058083850	2014-08-02 05:19:08	2014-08-02 07:03:56	8/8	239
601	35	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	106.221.139.179	24	1079641180	2014-08-02 05:28:39	0000-00-00 00:00:00	8/8	10
602	49	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	116.202.222.51	24	1360191567	2014-08-02 05:36:59	2014-08-02 05:50:15	8/8	21
603	35	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	106.221.139.179	24	1128109585	2014-08-02 05:39:46	2014-08-02 05:47:43	8/8	20
604	44	Male	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.217.32.72	24	1392888792	2014-08-02 07:25:09	0000-00-00 00:00:00	8/8	43
605	34	Male	Andorra	Left-handed	Laptop	Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko/20100101 Firefox/11.0	117.217.32.72	24	1304665196	2014-08-02 07:34:13	0000-00-00 00:00:00	NULL	NULL
606	20	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	49.238.51.123	24	1037181570	2014-08-02 08:39:16	2014-08-02 10:25:52	8/8	258
607	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	106.208.85.212	24	NULL	2014-08-02 08:47:04	0000-00-00 00:00:00	NULL	NULL
608	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	106.208.85.212	24	1307828239	2014-08-02 08:47:32	2014-08-02 08:50:14	1/8	1
609	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	106.208.85.212	24	1230811893	2014-08-02 08:51:51	2014-08-02 08:53:21	2/8	3
610	43	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.202.140.108	24	1145621394	2014-08-02 10:04:08	2014-08-02 10:09:21	6/8	8
611	43	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.202.140.108	24	1265349980	2014-08-02 10:11:35	2014-08-02 10:12:45	4/8	5
612	42	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.164.133.18	24	1089952272	2014-08-02 11:42:39	0000-00-00 00:00:00	8/8	20
613	59	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.250.187.41	24	1102122181	2014-08-02 19:41:43	2014-08-02 21:18:36	7/8	258
614	27	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	75.163.165.130	24	1201741504	2014-08-02 20:47:46	0000-00-00 00:00:00	8/8	10
615	29	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0	14.96.1.124	24	1311087267	2014-08-02 21:04:15	0000-00-00 00:00:00	8/8	98
616	32	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	99.118.150.136	24	1406890113	2014-08-02 22:58:55	0000-00-00 00:00:00	8/8	29
617	42	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.164.178.12	24	1382564436	2014-08-02 23:00:16	2014-08-03 01:07:48	8/8	261
618	28	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	63.153.168.59	24	1071072828	2014-08-02 23:23:49	2014-08-03 01:05:47	8/8	279
619	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.109.26	24	1282814946	2014-08-03 00:43:18	2014-08-03 02:26:50	8/8	263
620	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.203.139.93	24	1378231731	2014-08-03 02:08:32	2014-08-03 02:13:53	1/8	1
621	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.203.139.93	24	1115791563	2014-08-03 02:22:50	2014-08-03 02:24:00	0/8	0
622	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.203.139.93	24	1089247874	2014-08-03 02:44:08	2014-08-03 02:45:55	2/8	3
623	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.109.26	24	1375746822	2014-08-03 02:52:02	2014-08-03 05:16:21	8/8	257
624	32	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.206.84.212	24	1168418642	2014-08-03 02:57:10	2014-08-03 04:21:07	8/8	273
625	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.203.139.93	24	1368114137	2014-08-03 03:00:44	2014-08-03 03:11:52	2/8	3
626	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.217.198.240	24	1101639970	2014-08-03 03:03:54	0000-00-00 00:00:00	NULL	NULL
627	32	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0	99.176.27.61	24	1343678992	2014-08-03 03:09:05	0000-00-00 00:00:00	8/8	39
628	50	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.145.198.107	24	1260018234	2014-08-03 03:37:19	0000-00-00 00:00:00	NULL	NULL
629	50	Other	India	Left-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1134013045	2014-08-03 04:23:53	2014-08-03 04:25:32	6/8	8
630	47	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.107.127.61	24	1229402277	2014-08-03 04:46:28	2014-08-03 06:39:24	8/8	260
631	49	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	116.202.234.35	24	1372828094	2014-08-03 05:43:21	2014-08-03 05:50:23	8/8	22
632	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1358993162	2014-08-03 06:02:38	2014-08-03 06:03:56	5/8	6
633	46	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.23.86	24	1248832434	2014-08-03 06:37:18	2014-08-03 06:49:09	5/8	6
634	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/9.0.570.0 Safari/534.11	111.92.50.205	32	1013111912	2014-08-03 06:50:40	2014-08-03 06:55:35	5/8	6
635	46	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.23.86	24	1004559212	2014-08-03 06:53:41	0000-00-00 00:00:00	8/8	10
636	46	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.48.31	24	1103448980	2014-08-03 07:20:51	2014-08-03 09:02:53	7/8	264
637	55	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36	50.88.75.49	24	1256043695	2014-08-03 07:51:28	2014-08-03 10:00:34	8/8	251
638	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1308296187	2014-08-03 08:01:38	2014-08-03 08:03:17	1/8	1
639	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1282159326	2014-08-03 08:04:11	2014-08-03 08:05:30	1/8	1
640	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1185640462	2014-08-03 08:06:35	2014-08-03 08:07:52	3/8	4
641	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1149398955	2014-08-03 08:08:45	2014-08-03 08:09:48	3/8	4
642	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1251227325	2014-08-03 08:10:58	2014-08-03 08:11:31	1/8	1
643	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1062154952	2014-08-03 08:12:23	2014-08-03 08:13:40	4/8	5
644	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1179989916	2014-08-03 08:15:02	2014-08-03 08:16:17	6/8	8
645	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1308896115	2014-08-03 08:17:10	2014-08-03 08:17:55	4/8	5
646	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1096746737	2014-08-03 08:18:38	2014-08-03 08:19:33	3/8	4
647	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1064232743	2014-08-03 08:20:45	2014-08-03 08:22:06	6/8	8
648	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1340115842	2014-08-03 08:23:13	2014-08-03 08:23:53	4/8	5
649	40	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.245.105.160	24	1140853904	2014-08-03 08:32:26	2014-08-03 08:37:23	5/8	6
650	50	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.113.114	24	1371742725	2014-08-03 08:40:30	2014-08-03 08:47:41	7/8	20
651	32	Male	Philippines	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	112.209.6.231	24	1089957175	2014-08-03 09:28:02	0000-00-00 00:00:00	NULL	NULL
652	34	Female	United Arab Emirates	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	41.140.238.57	24	1212454364	2014-08-03 11:21:48	0000-00-00 00:00:00	NULL	0
653	45	Male	United States	Left-handed	Laptop	Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-us) AppleWebKit/534.46.0 (KHTML, like Gecko) CriOS/21.0.1180.82 Mobile/8J2 Safari/7534.48.3	50.165.38.158	32	1294709784	2014-08-03 12:06:02	0000-00-00 00:00:00	NULL	NULL
654	26	Male	India	Right-handed	Laptop	Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10	115.240.144.170	24	1185937599	2014-08-03 13:49:46	0000-00-00 00:00:00	NULL	NULL
655	26	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	115.240.144.170	24	1006407822	2014-08-03 14:17:51	0000-00-00 00:00:00	NULL	NULL
656	26	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	173.175.67.40	24	1298292584	2014-08-03 17:54:19	0000-00-00 00:00:00	NULL	0
657	31	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3	108.2.200.25	24	1143544319	2014-08-03 18:45:27	2014-08-03 18:47:43	4/8	5
658	51	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.127.235.189	24	1076627497	2014-08-03 19:47:31	0000-00-00 00:00:00	NULL	0
659	51	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.127.235.189	24	1115671427	2014-08-03 19:56:40	0000-00-00 00:00:00	NULL	0
660	51	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.0; rv:11.0) Gecko/20100101 Firefox/11.0 CometBird/11.0	71.127.235.189	24	1400987580	2014-08-03 20:01:27	0000-00-00 00:00:00	NULL	0
661	58	Male	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	24.58.255.108	24	1381921539	2014-08-03 20:09:47	0000-00-00 00:00:00	NULL	NULL
662	58	Male	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	24.58.255.108	24	1294239646	2014-08-03 20:12:03	0000-00-00 00:00:00	NULL	0
663	37	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.1.120	24	1139522395	2014-08-03 20:17:34	2014-08-03 22:54:12	8/8	273
664	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; GT-P5113 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30	76.116.90.199	32	1077963743	2014-08-03 21:27:26	0000-00-00 00:00:00	8/8	10
665	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.237.174.33	24	1068333083	2014-08-03 22:43:58	0000-00-00 00:00:00	NULL	0
666	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.230.163.175	24	1336702872	2014-08-03 22:49:28	0000-00-00 00:00:00	8/8	44
667	44	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36	182.19.61.157	24	1154303245	2014-08-03 22:51:18	0000-00-00 00:00:00	NULL	NULL
668	33	Male	Russian Federation	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22	80.245.249.252	32	1339091337	2014-08-04 00:34:19	0000-00-00 00:00:00	8/8	195
669	22	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.186.27	24	1079283959	2014-08-04 02:35:58	2014-08-04 04:08:09	8/8	275
670	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.73.222	24	1350387562	2014-08-04 04:34:52	0000-00-00 00:00:00	7/8	28
671	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.73.222	24	1100663236	2014-08-04 04:49:19	2014-08-04 07:01:16	7/8	260
672	23	Male	Algeria	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	130.91.120.11	24	1277082951	2014-08-06 11:10:58	0000-00-00 00:00:00	NULL	0
673	24	Other	Algeria	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	130.91.120.11	24	1050912491	2014-08-06 11:14:26	0000-00-00 00:00:00	8/8	10
674	36	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	63.241.40.124	24	1338369639	2014-08-06 11:55:57	0000-00-00 00:00:00	8/8	10
675	25	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.217.229.246	24	1253579903	2014-08-06 11:57:24	0000-00-00 00:00:00	8/8	39
676	25	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.217.229.246	24	1170220371	2014-08-06 12:53:34	0000-00-00 00:00:00	NULL	0
